is_test	row.names	y	x.1	x.2	x.3	x.4	x.5	x.6	x.7	x.8	x.9	x.10	x.11	x.12	x.13	x.14	x.15	x.16	x.17	x.18	x.19	x.20	x.21
0	12	2	-1.9093	-0.8336	-0.7644	1.126	1.9034	2.6583	3.503	5.2345	3.6834	3.2524	6.5192	2.7935	4.0035	1.9141	0.1186	-0.7792	-0.0579	-0.842	1.9835	0.0226	-1.0453
0	13	3	-0.6772	0.5967	2.804	1.7696	3.2031	3.9531	3.8272	4.5026	3.7809	0.8346	2.0107	1.7657	0.3812	0.4063	-0.7635	2.3813	-0.7485	0.2571	0.2401	-0.1314	0.5466
0	14	1	-0.4745	-0.2165	-2.0453	0.3378	-1.9598	0.0196	0.0371	1.1239	0.5124	0.9029	1.8721	3.5886	4.5124	4.7184	4.488	3.9418	4.6498	2.0364	1.0524	-0.5302	-0.1889
0	15	3	-1.721	-1.3707	1.0713	0.7834	2.324	2.2662	4.6375	4.2303	2.4568	3.6389	2.3839	1.9182	2.6448	2.704	3.4295	2.8426	1.9923	1.8853	2.4183	0.0741	0.4324
0	16	3	1.2504	-0.0058	-0.7315	1.0557	0.654	0.1487	0.9974	0.7419	2.0113	1.802	2.9537	2.3204	2.1826	3.9637	4.8332	2.5861	2.0081	1.8448	1.6523	-1.625	-0.978
0	17	1	1.1789	0.9435	-0.8978	0.4988	-0.8997	1.6467	-0.745	1.4023	2.1297	3.1741	3.035	5.6994	4.0635	2.8795	5.6956	4.4496	1.5088	1.3831	0.3964	-0.0026	2.0246
0	18	3	0.9075	0.0386	-1.6208	-0.4669	1.2945	0.418	-0.0555	-1.9214	1.2548	1.0566	2.3718	3.6725	5.1766	4.5456	6.3155	4.9272	5.7146	2.165	2.3646	0.173	1.8335
0	19	3	0.3856	0.2338	0.6186	1.4757	1.5986	3.7829	2.3336	2.4834	1.9257	1.7295	2.1072	1.5734	0.8052	2.5202	3.7176	2.5632	0.3136	2.8043	2.895	0.3668	-1.5041
0	20	3	-0.3842	0.3001	1.5844	-0.1824	-0.5217	-1.1816	1.8046	-0.1938	1.053	0.6816	0.347	4.5729	6.2371	3.1717	6.1153	6.0672	3.1544	3.2028	2.2864	-0.0059	0.925
0	21	3	2.0296	-0.9813	0.3278	-1.0399	-0.2594	2.8255	0.1437	0.1095	0.2987	-0.7578	3.1079	2.2894	2.8186	3.9627	5.172	2.4287	4.4828	2.1914	1.8552	3.1164	-0.5695
0	22	1	1.3633	0.8704	-0.8485	0.0727	-0.9544	1.0464	1.1016	2.5848	3.2534	4.0065	5.0005	4.9857	4.1556	3.6371	2.1139	2.4275	0.5435	0.3546	-0.7348	-0.3322	-0.2211
0	23	3	-0.6349	-0.6586	0.6963	-1.1477	2.9794	1.3693	1.6108	0.063	-0.6401	-0.9233	2.1883	1.3575	3.4196	5.2816	5.8137	2.9594	4.5064	1.9968	0.8839	1.7544	0.5765
0	24	3	0.7832	0.9794	3.076	1.4029	2.2677	0.8953	2.212	1.3373	1.6803	1.7027	3.1625	2.0698	2.7775	3.2853	2.5646	3.645	2.5	0.956	1.2722	2.2749	1.8005
0	25	1	0.095	-1.3694	-0.6335	0.7942	0.1364	0.0746	0.775	-0.0238	1.8299	1.9332	5.6227	3.771	1.2466	4.6634	3.1193	2.2797	3.2612	3.0471	0.4799	-0.8395	1.3771
0	26	3	1.8826	0.1421	0.1969	1.1615	3.0564	1.5162	1.6751	3.7232	0.8705	0.1534	3.1506	4.3039	3.714	1.5027	3.3228	2.0038	0.9483	0.9734	0.5914	0.6146	-0.5678
0	27	2	-0.8175	0.2276	-0.9903	1.4923	3.4081	3.4418	3.2553	5.0636	3.6874	4.6331	4.7043	3.941	1.1587	2.5515	0.2605	0.4029	-1.2571	0.4318	-0.1865	0.1114	0.1729
0	28	3	0.959	2.022	3.1748	1.5059	4.1232	2.3827	6.7113	3.4143	0.8913	3.4787	1.1469	0.7852	-0.3446	1.3944	1.36	2.7391	1.5475	1.0062	0.7496	1.0116	0.2592
0	29	3	0.2633	1.1432	2.1994	3.3097	3.428	3.791	6.5015	4.4408	4.0381	1.931	0.997	1.5638	-0.266	0.7797	-0.5232	1.0877	0.9288	-0.3183	0.5072	-0.5511	-1.2944
0	30	2	2.6679	0.2226	1.1303	2.964	3.3197	5.0696	5.2884	5.1033	3.8924	4.2654	0.9747	0.2581	1.532	1.3538	0.4751	0.4313	-0.9228	-0.2321	-0.3784	-0.0827	1.1605
0	31	2	0.087	0.4563	0.5054	2.2941	3.1265	5.5236	7.3957	4.2028	4.1219	1.8429	1.6979	2.0836	-0.958	-1.4894	0.7916	0.5863	-1.8677	-1.255	0.1352	0.5706	1.7221
0	32	2	0.4223	0.7817	1.5159	0.8761	1.2599	2.4127	5.7203	2.917	2.7658	2.3884	2.2209	1.6419	3.0496	2.4687	0.4231	0.6379	-1.0983	0.595	1.3246	-0.4173	0.4841
0	33	1	1.0257	-1.0309	0.9263	-0.3789	1.4807	2.1898	1.8559	3.064	3.4613	3.5191	4.2004	5.2745	4.2063	3.5232	2.3696	3.1214	0.3314	0.735	-0.4456	-0.9361	-0.7692
0	34	2	-1.144	0.0572	-2.3491	0.241	-0.1339	1.6196	2.0589	3.3844	5.0419	4.7369	4.5168	5.277	2.8996	2.7442	1.053	1.0237	-0.4691	-1.106	0.0212	-0.2173	-0.2769
0	35	2	-0.5678	1.5259	2.7614	3.0817	3.8704	3.6797	3.8253	4.4949	3.6294	2.8296	3.638	0.1607	-0.1947	1.6775	-1.2985	0.1477	-0.4936	-0.314	1.2008	0.2504	0.92
0	36	2	-0.7835	0.7061	1.0657	-0.4331	2.288	5.1146	4.6573	4.8726	2.7154	4.9606	2.4136	1.1691	-1.2736	0.9449	1.0712	-0.4114	0.9353	-1.185	0.0212	1.9261	-0.1418
0	37	1	0.2666	0.1089	1.2274	0.9888	0.0491	2.9734	1.2035	2.2801	3.2512	4.9883	6.6351	6.3323	5.1359	3.4756	2.2902	1.455	1.1062	-1.0713	-0.034	0.8056	-0.5681
0	38	3	0.4096	1.8819	1.6993	2.4498	5.3317	3.8437	5.1124	4.5181	4.0139	1.7069	2.6427	0.5844	1.027	3.0156	1.7691	0.5054	1.3213	1.7574	-1.2987	0.3751	1.2525
0	39	3	0.5588	0.0547	1.4502	-0.2592	-0.179	0.6697	2.312	1.0118	0.2255	3.821	2.2505	2.7186	3.3548	5.2821	6.1068	4.0186	4.0961	2.3785	-0.1117	1.8612	-0.102
0	40	1	0.4398	0.3762	1.074	0.1231	-0.8648	0.0393	0.8507	2.1117	2.7994	2.2693	5.6771	4.7278	2.8101	3.9006	4.1723	2.2682	0.5872	1.2371	0.3925	2.1846	0.605
0	41	2	0.4213	0.6395	0.9975	1.6305	3.3638	3.4626	4.8219	5.8456	4.6362	4.8673	2.5022	3.0716	0.39	0.3861	0.9778	-1.132	-1.5738	-0.8541	1.5815	0.8778	-0.5427
0	42	1	-0.4268	2.4483	0.1716	-2.9643	0.5125	-0.4776	0.0796	-0.9154	0.5788	1.133	5.1419	4.9693	5.0488	4.4374	4.392	2.5718	3.4984	-0.7246	0.9449	-0.2745	1.1037
0	43	2	1.2317	0.8329	2.5687	1.289	2.4592	2.3291	3.2104	3.345	4.0801	4.1461	4.0733	2.3996	2.3213	1.408	2.4258	0.7351	-1.9473	1.4417	0.1182	0.3814	0.8164
0	44	2	-1.6617	0.2931	1.9247	2.1598	4.2214	6.3841	5.2446	4.8636	1.9617	3.6274	2.4373	-0.2263	0.7861	1.034	0.3942	1.4929	0.9025	0.1083	1.7787	-0.7449	-0.1847
0	45	1	0.2271	0.8712	0.518	1.3273	-1.2873	-0.5012	0.3426	0.3908	1.8224	3.0796	2.8325	3.565	3.8755	3.7717	5.4426	3.547	3.0632	2.8731	1.3701	-0.6259	1.5229
0	46	3	0.5101	0.5712	-0.5852	1.2394	0.3833	0.1564	1.845	1.2868	3.2604	1.4502	1.1241	2.1332	1.442	2.651	4.068	3.9835	2.0723	1.5809	2.9429	-0.2442	1.4836
0	47	1	-0.6913	-0.2815	0.4942	0.6616	-0.0684	2.0668	2.0387	3.5428	2.9707	5.3943	7.8412	4.8322	4.7099	3.644	2.3776	2.7208	-0.0627	0.4178	-1.3766	0.6511	-0.2224
0	48	1	1.6301	-0.327	-1.6637	0.4496	-0.4723	2.2189	-0.9676	2.1557	2.3573	2.5873	5.3631	4.3181	5.3963	3.3252	3.7614	4.3451	3.4225	1.3384	0.5724	-0.7716	0.606
0	49	3	0.1358	0.4195	0.1425	1.7896	0.413	1.0464	1.2965	1.0857	3.4912	2.2288	0.7845	2.2247	3.4509	4.6234	3.6079	2.9582	2.2719	4.1604	1.9813	0.5683	-0.3319
0	50	2	0.7394	1.8025	1.0594	0.2319	1.427	4.7532	4.3655	4.1613	3.6191	3.3222	2.7981	3.3061	1.6291	-0.005	0.787	-0.2709	0.0573	1.361	-1.486	-0.1051	-1.4375
0	51	2	-0.6619	-0.5179	-1.3068	2.8201	3.1798	1.6054	2.8626	3.2942	3.3059	4.6507	3.7848	2.9772	3.4029	1.0422	1.3987	0.9128	-0.8778	0.6925	-1.446	-1.4939	-1.16
0	52	1	-0.3849	-0.5433	-1.3921	-0.7626	1.0428	-1.3958	1.1198	-1.0155	1.5867	2.5451	0.67	4.1546	3.5139	6.2676	6.152	3.9564	4.041	2.4238	1.9276	1.0728	-1.0095
0	53	2	-2.2902	-0.132	0.0248	1.9704	4.0438	4.1324	3.9116	4.4399	6.5471	4.0618	5.6343	1.6362	0.0379	2.9145	2.321	0.8409	1.5336	-0.0752	0.4717	0.639	0.0902
0	54	1	0.3162	0.0343	0.4484	0.9232	-0.0098	-0.1643	0.9906	0.84	3.7098	4.2056	3.1337	4.7001	4.9451	4.1646	0.5425	0.8905	-1.5649	1.402	1.0718	0.1798	-1.0614
0	55	1	0.1767	2.0858	-1.8554	0.9615	0.7504	0.0238	1.6615	0.6626	2.2712	2.3997	4.2941	3.0068	2.5881	5.2536	4.7038	2.6224	3.5857	3.1553	3.6054	0.2708	-0.3313
0	56	3	1.1129	0.2403	1.8793	1.7745	1.1216	1.0373	1.5063	0.9388	1.1038	1.3132	1.1849	1.8556	3.3183	2.7366	4.3371	4.5879	1.3848	2.3753	2.3748	1.9423	-0.3128
0	57	2	0.5461	0.1036	2.0357	-0.4486	0.1157	2.9079	2.5072	4.6913	4.4	2.8433	3.7278	4.6171	4.3434	3.2104	2.5589	-1.0069	1.9239	1.1301	-1.3147	1.6935	0.9226
0	58	2	0.8294	1.3803	1.4016	-1.0073	-0.274	1.1365	1.4675	2.8875	2.99	4.3144	6.6493	4.329	2.9267	3.081	2.3771	1.1961	0.0524	0.4407	-1.2741	-0.6714	0.8657
0	59	2	-0.1118	2.6488	0.6629	2.8783	2.6218	3.3594	3.7418	3.2272	4.7795	3.3087	3.4706	2.1344	2.6326	1.7751	1.4955	-0.0588	0.4771	1.3141	0.3435	0.6669	-0.0092
0	60	2	-0.0399	0.6536	-0.9406	1.3668	1.5058	2.2388	3.1306	6.3692	3.9961	4.7809	2.6359	2.3819	2.2286	1.2249	0.1115	0.8743	-0.0707	0.9614	-0.268	1.1016	1.7902
0	61	1	0.4935	0.2675	1.8535	-0.9753	0.5772	1.6234	1.0371	4.8168	3.4949	4.4411	5.7824	3.34	4.0436	3.4623	0.9699	1.5656	1.1951	1.3032	0.5506	-0.6319	-0.9517
0	62	1	0.3387	2.812	1.3928	1.1715	0.3748	-1.0349	-0.5738	-1.2815	1.0736	2.5288	2.2531	3.4204	2.9693	6.0014	4.9244	6.009	4.7218	2.2464	2.2521	1.4092	1.1093
0	63	2	0.2365	0.3929	-0.4571	1.1567	0.1216	2.6419	3.4349	4.9164	4.0192	4.3567	3.3851	3.9135	2.7629	1.5027	0.5891	-0.1587	0.8553	0.6538	-1.3819	-0.0863	0.1431
0	64	2	1.8524	0.318	2.1363	0.6784	1.9175	5.2175	3.0052	3.6165	3.6039	4.5793	1.8573	1.6393	0.8974	1.0013	-0.3024	0.7706	-1.1435	0.7626	-1.288	0.1101	-0.4346
0	65	2	1.5455	-1.9163	2.2259	3.9563	3.5196	3.447	5.1567	3.827	3.1168	3.7374	2.7061	-0.2502	1.6897	0.1343	1.8538	2.0174	-0.0294	0.8536	-0.2247	0.6511	-1.3648
0	66	3	0.9792	0.8749	2.3205	3.9198	4.7542	5.0688	4.5682	4.7715	3.4408	3.8321	2.9165	-1.1965	-0.1625	0.4002	1.4973	2.8906	0.1224	1.1692	0.051	-1.0169	-0.8237
0	67	1	1.1413	-0.3021	-0.4663	-0.3065	-1.0923	1.3759	0.1621	2.1766	4.1702	4.4788	5.1181	4.6284	3.3531	3.4541	2.9085	1.2278	0.8283	1.0129	-1.1377	0.235	-0.8469
0	68	2	-0.3444	-0.6673	-0.0538	1.154	0.6721	3.8316	1.7855	2.9172	3.9985	1.2869	2.2701	0.8621	-0.243	0.418	1.1863	-2.0607	0.9739	1.0977	-1.7161	-1.5256	-0.5227
0	69	3	-0.9348	-0.7335	-0.659	-0.5226	1.3769	0.7661	-1.1932	-0.8171	0.4886	1.7036	0.8552	1.3223	5.2731	4.6606	6.2982	3.361	4.7106	2.2157	3.1126	-0.3047	0.0724
0	70	1	1.0234	-2.3623	0.6628	1.5729	-0.757	-0.9484	1.2883	1.4799	1.1502	1.6612	3.0629	3.4956	2.5152	2.8736	4.0561	1.4885	2.2239	1.3407	0.1853	1.1558	1.5701
0	71	3	0.4712	0.3541	2.3147	3.1165	5.0881	1.8801	5.0857	3.6294	2.3299	3.723	2.9631	0.9499	2.878	1.4995	0.5458	1.0005	0.8573	-1.0705	1.4734	-0.7296	1.949
0	72	1	0.6016	0.7712	-1.9408	0.4767	0.107	0.5968	3.2449	3.4867	3.7671	5.5327	5.6101	4.5639	4.7807	5.8412	1.2886	1.5607	0.1226	0.4617	-1.2858	0.3098	0.1697
0	73	3	-1.0226	0.8224	-1.1458	-0.5767	-0.871	0.6619	0.7624	2.2591	1.2596	1.2316	2.6595	1.5848	3.6788	3.4681	5.6638	5.5349	4.0735	2.3081	3.019	0.6546	0.2194
0	74	1	-0.3023	-0.9102	0.6698	0.4745	0.6179	0.89	0.407	-0.417	2.5999	4.1679	2.9882	4.238	5.1574	4.2853	5.4684	3.1979	2.0656	0.5278	1.5791	-1.346	0.5164
0	75	3	0.9934	-0.2022	-1.0907	1.0535	0.1013	1.5094	3.5252	0.4136	-0.8026	1.0593	3.191	1.1963	3.4842	3.2876	5.6725	6.0425	3.7078	4.4944	0.7017	1.9553	0.4413
0	76	1	0.0742	0.5395	-0.9515	0.1158	0.3116	-0.9453	1.0715	2.0175	2.9184	4.4985	5.1516	5.4841	4.4176	3.8466	2.1236	3.2332	0.9039	2.6757	0.2364	0.2811	-0.0682
0	77	3	-0.7171	1.8216	-0.4932	1.2713	0.9537	-0.876	3.1853	2.5079	0.7402	0.9995	1.9743	0.536	3.5378	4.1916	5.6782	3.6157	3.1413	3.132	1.7078	0.7372	-0.931
0	78	1	0.3342	-1.1708	-0.9516	-0.0586	0.2512	0.9603	1.8675	0.7592	3.1662	2.9477	2.8959	2.8456	4.9072	4.3486	6.3861	2.3527	1.9314	2.7518	1.5836	0.7956	-0.1144
0	79	3	1.8791	0.7313	1.3702	2.5348	0.9012	3.574	4.2043	3.8737	2.5858	0.1283	0.7452	0.9047	1.6978	1.9215	2.9875	1.8336	1.1377	1.368	1.1905	-0.4762	0.643
0	80	2	0.877	-1.1311	-0.9108	1.8717	0.5355	0.1587	1.291	3.3462	4.5598	4.3117	6.079	6.259	4.8306	4.013	3.8111	2.91	0.9097	1.4297	1.2782	0.4142	2.4478
0	81	3	-1.0181	1.943	2.4033	2.0124	4.1971	1.5518	3.4243	3.3569	1.6644	2.573	0.6447	0.3638	2.392	1.6077	2.0518	3.0257	1.797	0.5015	0.3415	0.1599	1.7984
0	82	3	-0.7071	2.6637	-2.553	2.3892	3.5323	2.1015	3.8826	2.6481	1.2291	2.0314	1.8925	4.0195	1.7643	2.9236	3.0287	0.9878	0.5588	-0.3018	-0.1881	-0.7993	-0.1954
0	83	3	1.8095	0.4273	0.7729	-0.741	0.9201	-1.2732	1.7099	0.2313	1.0161	2.2993	3.1482	2.9989	2.6186	2.3939	3.9919	1.0382	2.3317	1.9385	0.1893	1.2558	1.5493
0	84	2	-1.0078	1.3974	2.3563	2.7011	3.3012	5.4603	6.7963	2.4807	4.312	3.9616	2.9626	2.675	2.0078	0.5101	1.3507	0.047	0.3578	1.2745	-0.8537	-1.2421	-0.6925
0	85	3	0.1405	1.7924	0.8449	-0.0931	0.2672	0.1317	2.2066	0.3169	1.3371	0.7653	1.4966	1.1672	3.5722	2.3258	5.3384	5.2095	4.6043	3.1131	2.2059	2.8614	-2.1087
0	86	2	1.3649	0.3298	2.4705	1.0529	1.3009	3.4909	4.2836	2.7098	4.3965	3.4324	5.6757	3.4168	3.5118	1.9963	-0.0715	0.9095	0.4417	0.8679	0.3613	-0.2979	1.6814
0	87	2	1.113	-1.942	0.0309	-1.5736	-0.7916	1.9467	2.3937	3.338	4.1022	7.3535	5.9709	5.6956	3.1869	1.8774	0.1854	0.2792	0.8748	0.6437	2.6583	0.02	-0.5493
0	88	1	-0.4624	-0.0379	-0.3285	-0.8156	-0.56	2.165	0.9384	3.4352	3.7917	3.9206	5.078	2.8594	4.8195	3.9372	3.2188	2.8597	1.3218	-0.7154	1.722	1.3498	1.1136
0	89	2	-0.9553	0.5118	0.3085	1.1611	4.6391	4.9987	6.1245	6.5274	4.3442	3.436	2.1717	2.1589	-1.2948	-0.1983	-0.8432	1.6732	0.8045	1.8491	1.5079	0.036	1.2457
0	90	3	-0.329	-1.1564	0.9157	-0.5053	1.3621	1.098	0.4279	0.8596	0.6547	0.3988	2.6178	2.6049	2.8281	4.0708	4.4061	3.6469	3.3864	3.1963	2.3957	1.8667	-0.6854
0	91	3	0.7463	0.0582	-0.2184	3.3381	2.7525	3.6433	5.9017	3.4017	3.7708	3.4504	1.8726	1.4059	1.4687	1.2537	1.0362	0.7015	1.5765	-0.0787	-0.9458	0.12	-0.1431
0	92	2	-0.976	-0.4381	0.3247	3.4035	3.0347	4.0557	5.092	3.5339	3.546	3.4686	4.6163	3.9275	3.5482	2.4343	0.9546	0.7663	-1.4483	-0.3243	-0.9224	0.1025	-0.9965
0	93	1	0.8402	1.5639	1.0803	-0.0628	-1.28	-1.1343	1.5818	1.568	1.6356	4.3562	3.9764	3.1841	5.407	3.9038	4.1895	2.6687	2.4794	2.2127	0.1734	0.161	0.1048
0	94	3	-0.3578	-0.7475	0.3855	0.6661	-0.1128	0.9232	0.8291	1.1257	0.8026	0.6922	3.3006	3.3425	5.328	4.6528	6.0703	2.7627	4.1851	1.0542	3.5908	2.324	0.6858
0	95	2	-0.1477	-0.4958	2.2876	-0.4873	1.8914	2.4994	4.6682	1.9163	2.7377	5.8506	2.8195	3.5718	1.9899	1.369	0.7358	1.9828	0.1799	-0.921	-1.9104	0.7591	-0.577
0	96	2	0.0337	-0.2569	0.2925	2.8906	1.6123	3.5013	4.8389	4.5532	4.1807	1.9312	3.3312	2.1207	1.0407	0.2264	0.0891	-0.2206	-0.1727	0.4127	-0.9316	1.4326	-0.1527
0	97	2	-0.5902	0.4726	2.4193	3.0256	4.9393	6.8124	6.0119	3.6095	3.4898	-0.0815	1.6921	0.8204	0.609	0.4974	-1.0158	-0.7515	-2.2115	0.515	-0.2337	0.9374	2.1236
0	98	2	0.8364	1.0859	2.4021	0.072	3.9326	4.0908	5.5532	5.2059	2.9079	1.7675	2.9842	1.0568	2.6115	2.1206	0.3171	1.3487	-0.2709	0.3186	1.6658	0.6239	-0.488
0	99	3	0.5518	1.4396	1.4916	1.6905	3.6229	1.6312	2.9198	2.8337	2.2852	2.9986	0.6698	2.2698	2.3717	2.9932	3.4815	1.7415	2.7647	2.59	1.0038	-0.1504	0.9805
0	100	1	1.1308	-0.913	1.2902	1.868	-0.9666	-0.2387	2.5985	2.4551	5.3501	4.229	6.1172	4.9835	3.4971	4.116	3.6338	2.0991	1.5869	1.1361	-0.3541	-0.7943	-1.4926
0	101	2	-0.4774	1.85	2.1378	3.7479	3.1058	4.9221	6.5302	4.8378	3.1943	4.4226	4.0029	0.8755	-0.3227	1.1849	-1.0062	0.6	1.2634	-0.4558	-0.3568	-1.0306	-0.2501
0	102	1	-0.5387	-1.2016	1.5952	-0.7506	0.7727	0.9591	1.0001	-0.9279	-0.4351	1.7468	1.4738	3.9301	4.6881	5.1151	7.5499	5.8386	4.9965	4.2574	2.439	0.2672	1.6863
0	103	3	0.1294	0.0568	-0.6108	-1.3903	0.3574	1.4824	2.1479	1.5672	-0.5893	1.7375	1.3871	4.0485	3.7529	3.5562	7.4051	2.6677	3.4035	4.8186	2.0226	1.8458	0.2524
0	104	2	0.2083	0.653	0.1588	1.0401	0.5305	2.3516	6.6739	3.6039	2.5443	5.6123	4.1399	3.4535	4.6199	3.649	1.4714	1.7811	-2.51	0.3516	-0.6341	0.1625	0.9635
0	105	3	-0.9236	0.0201	1.8237	1.6033	3.3825	3.8645	3.1509	1.5932	3.1759	2.5852	3.0208	1.5331	2.4983	3.8828	2.0717	1.4071	2.9538	1.1883	1.8572	1.0205	0.0203
0	106	1	-1.3671	1.3069	0.2142	0.0387	1.4024	-0.3068	1.1707	0.999	0.5015	3.5292	6.0359	4.4824	4.0149	2.4687	2.2531	3.0675	-0.5234	-0.2812	1.1713	-0.0171	-2.2563
0	107	2	-0.0483	0.0922	-0.0333	1.2605	3.9485	2.6	2.6408	4.3578	4.6553	1.7183	4.0046	4.6754	1.6277	-0.5462	2.5794	1.5412	0.6004	0.4818	0.6962	1.19	-0.1611
0	108	1	0.8886	0.912	-0.8111	1.6582	-0.2957	1.8401	0.2215	2.7843	3.3023	1.6263	3.2966	4.9436	1.6642	5.6695	5.1003	3.5801	1.8267	3.2252	2.3259	-0.1751	-0.6179
0	109	3	-1.3914	0.1096	1.2749	1.5569	3.0818	4.532	5.335	3.5416	3.3626	3.2649	1.9399	0.5374	1.5821	1.8492	2.9429	1.7803	1.4033	2.0017	0.2002	-1.0439	0.6325
0	110	1	-1.2424	-1.2752	0.1467	1.175	-0.3093	1.113	3.1912	2.2367	1.1169	3.9048	4.4569	5.0326	2.2618	2.7526	5.2332	1.366	1.3338	1.814	0.8227	0.3675	-0.9723
0	111	1	-0.1908	0.1442	-0.9021	0.0809	-0.6092	0.2722	0.1944	-0.8896	-0.5622	1.0995	3.7708	3.345	4.0162	4.927	4.0791	4.1647	2.5954	3.0246	1.2995	-0.4714	0.1295
0	112	2	0.2538	-0.9205	-0.5718	0.8841	1.219	3.7743	2.4555	3.1243	4.7413	3.9264	3.4157	5.9685	1.8762	3.2518	1.9692	0.0208	-1.8208	-1.2462	0.1465	1.0116	-1.2909
0	113	2	-0.1373	0.727	2.2789	0.4752	2.6614	4.3939	6.5117	4.6024	3.4782	2.777	3.4707	0.2572	1.9963	1.4885	-0.1512	0.4581	-0.2977	-1.1191	-1.3063	-0.6419	-0.6909
0	114	2	-1.3979	0.1195	0.5709	0.8323	3.6406	4.3148	3.8478	5.5321	3.123	2.6589	2.4212	2.1431	-0.7799	1.9837	-0.1342	0.8134	0.0168	0.0509	-1.4345	1.0516	-0.6006
0	115	2	0.9647	1.9986	1.0933	0.5844	1.3646	2.5928	3.1516	5.9386	2.8615	3.8762	6.0718	4.054	2.5414	3.7686	0.6443	1.9275	-1.1318	0.3369	0.5639	-0.5041	0.2761
0	116	3	0.9779	-0.1558	0.5696	1.1489	2.337	3.1104	3.562	1.139	-0.2963	1.4813	2.3619	2.2354	2.9906	3.4485	4.4212	1.3498	4.4571	2.8055	0.9206	-0.3457	-0.6379
0	117	1	1.3565	-1.4049	0.3474	1.2527	0.3565	-0.3851	0.172	1.6264	2.8252	3.1782	5.7609	3.8621	3.2762	5.3477	4.6156	4.015	2.9021	2.0571	1.4873	0.4523	-0.328
0	118	2	0.8289	-0.0235	0.1001	0.0923	2.1967	3.6669	2.9308	2.3838	3.8111	6.1357	5.214	2.8886	4.0359	1.9228	2.2787	1.9683	-0.2868	1.0934	1.3994	-1.7531	1.2966
0	119	2	1.0213	-0.3781	-0.236	2.2784	0.6953	1.9923	4.8848	6.5239	4.6014	5.4383	5.855	3.3015	1.4365	1.4582	1.35	-0.8082	0.3917	0.0527	0.3333	0.672	-0.4355
0	120	3	0.1058	0.5752	0.7869	3.2849	0.9527	1.0692	3.5214	2.7773	3.242	1.2016	2.2399	4.5326	0.3126	1.838	0.9783	2.9076	3.2279	0.0815	0.1785	0.0735	-1.1792
0	121	2	0.9026	1.2835	0.1867	1.6947	1.8701	2.3099	5.5667	4.0416	4.2704	4.9646	3.7512	3.0497	1.845	1.934	-0.1823	1.3519	-0.6243	-1.3354	-0.0748	1.4181	-0.5774
0	122	3	-0.6512	-0.004	2.0342	1.163	0.8454	0.6118	0.9245	1.2996	1.2362	2.2809	0.6926	2.2281	3.4288	2.717	6.0296	3.4067	4.4458	2.6932	0.0629	0.5311	-0.461
