row.names,east.west,north.south,angle,radial.position,velocity
166,-1.43347179889679,3.73432159423828,111,-3.99999989592834,1559
167,-2.25771808624268,5.88155698776245,111,-6.30000028232099,1540
168,-3.08196449279785,8.02879238128662,111,-8.60000071143444,1525
169,-3.90621042251587,10.1760263442993,111,-10.8999996341672,1517
170,-4.73045682907104,12.3232612609863,111,-13.1999996181148,1506
171,-5.55470323562622,14.4704961776733,111,-15.4999996020624,1481
172,-6.37894916534424,16.6177310943604,111,-17.7999994151269,1465
173,-7.20319604873657,18.7649669647217,111,-20.1000004602893,1468
174,-8.02744197845459,20.9122009277344,111,-22.3999993830221,1465
175,-8.88752460479736,23.1527938842773,111,-24.7999991582401,1454
176,-9.71177196502686,25.3000297546387,111,-27.1000003742857,1448
177,-10.5360174179077,27.4472637176514,111,-29.3999991261353,1441
178,-11.3602638244629,29.5944995880127,111,-31.7000000004146,1441
179,-12.1845102310181,31.7417335510254,111,-33.9999990940305,1430
180,-13.0087566375732,33.8889694213867,111,-36.2999999683098,1434
181,-13.8330020904541,36.0362014770508,111,-38.5999969394961,1445
182,-14.6572494506836,38.1834411621094,111,-40.9000017168683,1464
183,-15.4814958572388,40.3306770324707,111,-43.2000025911476,1471
184,-16.3057422637939,42.4779090881348,111,-45.4999999041002,1442
185,-17.1299877166748,44.6251449584961,111,-47.8000004366132,1436
186,-17.9542331695557,46.7723770141602,111,-50.0999974077994,1434
187,-18.7784805297852,48.9196166992188,111,-52.4000021851717,1428
211,25.8899230957031,24.1427421569824,43,35.4000016491519,1558
212,24.2078056335449,22.5741443634033,43,33.0999976938256,1563
213,22.4525585174561,20.937349319458,43,30.6999996824886,1581
214,20.8435802459717,19.4369525909424,43,28.4999993595228,1548
215,19.1614665985107,17.8683567047119,43,26.1999994948982,1572
216,17.4793529510498,16.2997608184814,43,23.8999996302736,1574
217,15.7972402572632,14.731164932251,43,21.6000004631222,1578
218,14.1151256561279,13.1625680923462,43,19.29999925062,1576
219,12.4330129623413,11.5939722061157,43,17.0000000834686,1583
220,10.7508993148804,10.0253753662109,43,14.6999995684396,1584
221,9.06878566741943,8.45677947998047,43,12.399999703815,1566
222,7.31353712081909,6.81998348236084,43,9.99999999586367,1568
223,5.70455884933472,5.31958723068237,43,7.79999999810013,1577
224,3.9493100643158,3.68279123306274,43,5.40000011578054,1587
225,2.1940610408783,2.04599499702454,43,2.99999989649156,1606
226,0.511947572231293,0.477398842573166,43,0.699999979716938,1593
227,-1.09703052043915,-1.02299749851227,43,-1.49999994824578,1584
228,-2.7791440486908,-2.59159374237061,43,-3.79999996958789,1595
229,-4.46125745773315,-4.16019010543823,43,-6.09999998504638,1617
230,-6.07023572921753,-5.6605863571167,43,-8.29999998280993,1552
231,-7.82548427581787,-7.29738235473633,43,-10.6999996907612,1597
232,-9.50759792327881,-8.8659782409668,43,-12.9999995553859,1615
233,-11.1897115707397,-10.4345750808716,43,-15.3000000704148,1626
234,-12.8718252182007,-12.0031709671021,43,-17.5999999350394,1626
235,-14.5539379119873,-13.5717668533325,43,-19.8999991021909,1586
236,-16.2360534667969,-15.1403636932373,43,-22.2000010121663,1624
237,-23.1107769012451,-21.5511493682861,43,-31.6000007606536,1600
238,-24.7197551727295,-23.0515441894531,43,-33.7999997828106,1585
242,1.97595822811127,-45.2568855285645,92.5,45.3000010890157,1738
243,1.77530908584595,-40.661262512207,92.5,40.6999998948022,1690
244,1.67498457431793,-38.363452911377,92.5,38.4000012058286,1729
245,1.57465982437134,-36.0656394958496,92.5,36.0999986953888,1719
246,1.47433531284332,-33.7678298950195,92.5,33.8000000064153,1702
247,1.37401068210602,-31.4700183868408,92.5,31.4999994067086,1754
248,1.273686170578,-29.1722087860107,92.5,29.200000717735,1741
249,1.1733615398407,-26.874397277832,92.5,26.9000001180283,1736
250,1.07303690910339,-24.5765857696533,92.5,24.5999995183216,1731
251,0.972712278366089,-22.2787742614746,92.5,22.2999989186149,1725
252,0.872387766838074,-19.9809646606445,92.5,20.0000002296414,1710
253,0.767701208591461,-17.5832481384277,92.5,17.5999994387271,1673
254,0.667376637458801,-15.2854375839233,92.5,15.299999794387,1669
255,0.567052006721497,-12.9876270294189,92.5,13.0000001474469,1641
256,0.466727435588837,-10.6898164749146,92.5,10.6999995503402,1675
257,0.366402834653854,-8.39200496673584,92.5,8.39999990470008,1681
258,0.266078263521194,-6.09419393539429,92.5,6.09999978397663,1645
259,0.165753662586212,-3.79638314247131,92.5,3.79999990014488,1594
260,0.0654290840029716,-1.49857234954834,92.5,1.5000000172881,1583
261,-0.0348955094814301,0.799238562583923,92.5,-0.79999998531449,1599
262,-0.135220095515251,3.09704947471619,92.5,-3.09999998759209,1578
263,-0.235544696450233,5.39486026763916,92.5,-5.39999987142384,1548
264,-0.335869282484055,7.69267129898071,92.5,-7.69999999279727,1543
265,-0.436193883419037,9.99048233032227,92.5,-10.0000001148207,1537
266,-0.536518454551697,12.2882928848267,92.5,-12.2999997591608,1543
267,-0.636843085289001,14.5861043930054,92.5,-14.6000003588675,1519
268,-0.741529583930969,16.9838199615479,92.5,-17.0000001944152,1500
269,-0.841854155063629,19.2816295623779,92.5,-19.2999988859887,1488
270,-0.942178785800934,21.5794410705566,92.5,-21.5999994856954,1486
271,-1.04250335693359,23.8772525787354,92.5,-23.9000000828021,1483
272,-1.1428279876709,26.1750640869141,92.5,-26.2000006825088,1481
273,-1.24315249919891,28.4728736877441,92.5,-28.4999993714824,1485
274,-1.34347712993622,30.7706851959229,92.5,-30.7999999711891,1480
275,-1.44380164146423,33.0684928894043,92.5,-33.0999967546294,1479
276,-1.54412639141083,35.3663101196289,92.5,-35.4000030761357,1505
277,-1.64445090293884,37.664119720459,92.5,-37.7000017651093,1482
278,-1.74477553367615,39.9619293212891,92.5,-40.0000004592827,1481
279,-1.84510004520416,42.2597389221191,92.5,-42.2999991482563,1489
286,24.8532180786133,49.847843170166,63.5,55.6999992601488,1531
287,23.8269634246826,47.7894973754883,63.5,53.4000022981551,1533
288,22.8007068634033,45.731143951416,63.5,51.0999976572992,1539
289,21.7298336029053,43.5833053588867,63.5,48.7000017907178,1526
290,20.7035789489746,41.5249557495117,63.5,46.4000014148204,1551
291,19.6773223876953,39.4666023254395,63.5,44.0999967739645,1549
292,18.6510677337646,37.4082565307617,63.5,41.7999998119707,1532
293,16.5539379119873,33.2020645141602,63.5,37.0999993045335,1538
294,15.572304725647,31.233211517334,63.5,34.9000025237095,1550
295,14.5460481643677,29.1748580932617,63.5,32.5999978828537,1536
296,13.4751739501953,27.0270175933838,63.5,30.199999883793,1519
297,12.4489183425903,24.9686679840088,63.5,27.8999990823682,1536
298,11.422664642334,22.9103202819824,63.5,25.60000083895,1535
299,10.396409034729,20.8519706726074,63.5,23.3000000375252,1536
300,9.37015438079834,18.7936210632324,63.5,20.9999996616278,1533
301,8.34389972686768,16.7352733612061,63.5,18.7000009926822,1528
302,7.3176441192627,14.6769227981567,63.5,16.3999993377815,1539
303,6.29138946533203,12.6185750961304,63.5,14.1000006688359,1546
304,5.26513433456421,10.5602245330811,63.5,11.8000000801748,1552
305,4.23887920379639,8.50187683105469,63.5,9.50000034498957,1557
306,3.21262407302856,6.44352722167969,63.5,7.19999975632845,1573
307,2.1863694190979,4.385178565979,63.5,4.90000023390695,1553
308,1.16011428833008,2.32682919502258,63.5,2.59999985861481,1576
309,0.133859351277351,0.268480330705643,63.5,0.300000023167007,1591
310,-0.937015354633331,-1.87936210632324,63.5,-2.09999992892913,1591
311,-1.96327042579651,-3.93771123886108,63.5,-4.40000006425683,1624
312,-2.98952531814575,-5.99605989456177,63.5,-6.69999969306018,1633
313,-4.01578044891357,-8.05440902709961,63.5,-8.99999985498334,1597
314,-5.0420355796814,-10.1127586364746,63.5,-11.3000004436445,1605
315,-6.06829023361206,-12.1711072921753,63.5,-13.599999966066,1629
316,-7.04992532730103,-14.1399631500244,63.5,-15.8000001583724,1658
317,-8.07618045806885,-16.1983127593994,63.5,-18.1000007470336,1664
318,-9.14705562591553,-18.346155166626,63.5,-20.5000008785734,1667
319,-10.1733093261719,-20.4045028686523,63.5,-22.7999991219916,1671
320,-11.1995649337769,-22.4628524780273,63.5,-25.0999999234164,1687
321,-12.2258195877075,-24.5212020874023,63.5,-27.4000002993138,1682
322,-13.2520751953125,-26.5795516967773,63.5,-29.7000011007386,1668
323,-14.2783298492432,-28.6378993988037,63.5,-31.9999997696842,1673
324,-15.3045854568481,-30.6962471008301,63.5,-34.2999984386298,1684
325,-16.3308391571045,-32.7545967102051,63.5,-36.5999988145272,1668
326,-17.3570957183838,-34.8129463195801,63.5,-38.9000000414795,1618
327,-18.3833503723145,-36.8712959289551,63.5,-41.2000004173769,1658
328,-19.4096050262451,-38.9296455383301,63.5,-43.5000007932743,1644
329,-20.4358596801758,-40.9879913330078,63.5,-45.799997755268,1647
330,-21.4621143341064,-43.0463409423828,63.5,-48.0999981311655,1642
331,-22.4883708953857,-45.1046943664551,63.5,-50.4000027720213,1616
338,29.4841403961182,6.53647661209106,12.5,30.2000010165301,1629
339,27.043399810791,5.99537754058838,12.5,27.7000004545214,1610
340,25.0908088684082,5.56249809265137,12.5,25.7000014533412,1603
341,22.6500682830811,5.02139902114868,12.5,23.2000008913325,1613
342,20.4045867919922,4.52358770370483,12.5,20.9000001881591,1603
343,18.1591053009033,4.02577686309814,12.5,18.5999995881922,1606
344,15.9136238098145,3.5279655456543,12.5,16.2999988850189,1603
345,13.7657737731934,3.05179858207703,12.5,14.1000000766066,1608
346,11.4226627349854,2.53234338760376,12.5,11.6999994440155,1613
347,9.1771821975708,2.03453230857849,12.5,9.39999972351383,1616
348,6.93170166015625,1.53672122955322,12.5,7.10000000301215,1615
349,4.5885910987854,1.01726615428925,12.5,4.69999986175692,1611
350,2.44074010848999,0.541099011898041,12.5,2.50000008357375,1580
351,0.0976295992732048,0.0216439608484507,12.5,0.0999999984772791,1580
352,-2.05022144317627,-0.454523175954819,12.5,-2.09999982941424,1586
353,-4.19807291030884,-0.930690407752991,12.5,-4.30000009248283,1591
354,-6.63881301879883,-1.47178936004639,12.5,-6.80000016315577,1592
355,-8.8842945098877,-1.96960055828094,12.5,-9.1000008405275,1562
356,-11.1297740936279,-2.46741151809692,12.5,-11.3999996041592,1572
357,-13.2776260375977,-2.94357872009277,12.5,-13.6000003263115,1589
358,-15.5231065750122,-3.44138979911804,12.5,-15.9000000468132,1588
359,-17.8662166595459,-3.96084475517273,12.5,-18.2999996967326,1585
360,-20.1116981506348,-4.45865631103516,12.5,-20.6000004515092,1586
361,-22.357177734375,-4.95646715164185,12.5,-22.8999991893392,1573
362,-24.6026592254639,-5.45427846908569,12.5,-25.1999998925126,1573
363,-26.8481407165527,-5.95208930969238,12.5,-27.5000004924795,1558
364,-29.093620300293,-6.44990015029907,12.5,-29.7999992303095,1566
375,10.8869123458862,-49.1076889038086,102.5,50.2999997007978,1740
376,9.393479347229,-42.3712463378906,102.5,43.3999996598275,1704
377,8.91731262207031,-40.2233963012695,102.5,41.2000009030184,1748
378,8.39785671234131,-37.8802833557129,102.5,38.7999982534808,1757
379,7.92168951034546,-35.7324333190918,102.5,36.5999993934653,1775
380,7.42387866973877,-33.4869537353516,102.5,34.3000006556352,1765
381,6.92606782913208,-31.2414722442627,102.5,32.0000000556684,1762
382,6.42825651168823,-28.9959926605225,102.5,29.7000012146319,1752
383,5.90880107879639,-26.6528797149658,102.5,27.2999986683007,1752
384,5.4109902381897,-24.4074001312256,102.5,24.9999999304707,1753
385,4.91317939758301,-22.1619205474854,102.5,22.7000011926407,1753
386,4.41536808013916,-19.9164390563965,102.5,20.4000004894673,1748
387,3.91755700111389,-17.6709575653076,102.5,18.0999998378972,1730
388,3.44138979911804,-15.5231065750122,102.5,15.9000000468132,1709
389,2.92193484306335,-13.1799955368042,102.5,13.5000003968938,1688
390,2.42412352561951,-10.9345149993896,102.5,11.1999996937205,1687
391,1.92631244659424,-8.6890344619751,102.5,8.89999997321881,1678
392,1.42850148677826,-6.44355344772339,102.5,6.59999981298452,1654
393,0.930690407752991,-4.19807291030884,102.5,4.30000009248283,1634
394,0.432879239320755,-1.95259201526642,102.5,2.00000000347927,1611
395,-0.0649318844079971,0.292888820171356,102.5,-0.300000017656904,1590
396,-0.562742948532104,2.53836941719055,102.5,-2.59999979312517,1562
397,-1.06055414676666,4.78385066986084,102.5,-4.90000023772979,1565
398,-1.55836522579193,7.02933120727539,102.5,-7.19999995823148,1541
399,-2.07782030105591,9.3724422454834,102.5,-9.60000056502092,1537
400,-2.55398750305176,11.5202932357788,102.5,-11.8000003561049,1515
401,-3.07344245910645,13.8634033203125,102.5,-14.2000000060243,1498
402,-3.57125353813171,16.1088848114014,102.5,-16.5000006575944,1479
403,-4.06906461715698,18.3543643951416,102.5,-18.7999994470277,1481
404,-4.56687593460083,20.5998458862305,102.5,-21.100000150201,1475
405,-5.06468677520752,22.8453254699707,102.5,-23.399998888031,1466
406,-5.56249809265137,25.0908088684082,102.5,-25.7000014533412,1461
407,-6.06030941009521,27.3362884521484,102.5,-28.0000002943777,1457
408,-6.5581202507019,29.5817680358887,102.5,-30.2999990322078,1455
409,-7.05593109130859,31.8272476196289,102.5,-32.5999977700378,1452
410,-7.57538652420044,34.1703605651855,102.5,-35.0000003163689,1453
411,-8.07319736480713,36.4158401489258,102.5,-37.299999054199,1448
412,-8.54936504364014,38.5636940002441,102.5,-39.5000017416947,1469
413,-9.09046363830566,41.0044326782227,102.5,-42.0000003383601,1456
414,-9.58827495574951,43.2499122619629,102.5,-44.2999991793966,1448
415,-10.0427980422974,45.3001365661621,102.5,-46.4000017826649,1409
416,-10.5406093597412,47.5456161499023,102.5,-48.7000006237014,1416
417,-11.0600643157959,49.8887252807617,102.5,-51.0999993425524,1429
